city,timestamp,aqi,pm25,pm10,co,no2,so2,o3,hour,day,month,weekday
Karachi,2025-08-03 10:00:00,3,16.53,73.44,72.88,0.05,0.29,45.68,10,3,8,6
Karachi,2025-08-03 11:00:00,3,15.88,70.67,72.37,0.05,0.29,45.07,11,3,8,6
Karachi,2025-08-03 12:00:00,3,15.48,68.1,71.28,0.05,0.3,44.26,12,3,8,6
Karachi,2025-08-03 13:00:00,3,15.11,64.09,70.74,0.06,0.3,43.72,13,3,8,6
Karachi,2025-08-03 14:00:00,3,14.68,59.39,71.37,0.08,0.29,43.59,14,3,8,6
Karachi,2025-08-03 15:00:00,3,14.35,56.03,73.01,0.08,0.29,43.85,15,3,8,6
Karachi,2025-08-03 16:00:00,3,13.9,52.7,75.59,0.08,0.28,44.42,16,3,8,6
Karachi,2025-08-03 17:00:00,2,13.47,49.97,78.8,0.08,0.28,45.26,17,3,8,6
Karachi,2025-08-03 18:00:00,2,13.35,48.4,81.1,0.08,0.28,45.98,18,3,8,6
Karachi,2025-08-03 19:00:00,2,13.47,47.55,81.73,0.08,0.28,46.29,19,3,8,6
Karachi,2025-08-03 20:00:00,2,13.85,48.46,81.59,0.08,0.28,46.42,20,3,8,6
Karachi,2025-08-03 21:00:00,2,14.18,49.74,80.7,0.08,0.28,46.5,21,3,8,6
Karachi,2025-08-03 22:00:00,3,14.21,50.48,79.4,0.08,0.28,46.66,22,3,8,6
Karachi,2025-08-03 23:00:00,3,13.96,50.84,78.06,0.08,0.27,47.08,23,3,8,6
Karachi,2025-08-04 00:00:00,3,13.71,51.62,76.89,0.07,0.28,47.63,0,4,8,0
Karachi,2025-08-04 01:00:00,3,13.38,50.22,75.91,0.07,0.28,48.24,1,4,8,0
Karachi,2025-08-04 02:00:00,2,13.05,48.44,74.98,0.08,0.27,48.8,2,4,8,0
Karachi,2025-08-04 03:00:00,2,12.67,46.9,74.41,0.08,0.27,49.36,3,4,8,0
Karachi,2025-08-04 04:00:00,2,12.22,46.47,74.15,0.06,0.27,49.82,4,4,8,0
Karachi,2025-08-04 05:00:00,2,11.78,46.31,74.14,0.05,0.26,50.13,5,4,8,0
Karachi,2025-08-04 06:00:00,2,11.43,45.71,74.22,0.04,0.26,49.99,6,4,8,0
Karachi,2025-08-04 07:00:00,2,11.21,45.05,74.23,0.04,0.25,49.31,7,4,8,0
Karachi,2025-08-04 08:00:00,2,11.22,44.97,74.21,0.03,0.25,48.25,8,4,8,0
Karachi,2025-08-04 09:00:00,2,11.27,44.92,74.14,0.03,0.25,47.1,9,4,8,0
Karachi,2025-08-04 10:00:00,2,11.24,44.07,74.16,0.03,0.25,46.17,10,4,8,0
Karachi,2025-08-04 11:00:00,2,10.9,42.54,74.22,0.04,0.25,45.52,11,4,8,0
Karachi,2025-08-04 12:00:00,2,10.41,41.17,74.02,0.04,0.25,45.17,12,4,8,0
Karachi,2025-08-04 13:00:00,2,9.99,39.48,73.74,0.05,0.26,45.03,13,4,8,0
Karachi,2025-08-04 14:00:00,2,9.82,37.57,73.52,0.06,0.27,44.89,14,4,8,0
Karachi,2025-08-04 15:00:00,2,9.97,37.11,73.62,0.07,0.28,44.82,15,4,8,0
Karachi,2025-08-04 16:00:00,2,10.27,37.11,74.36,0.07,0.28,44.76,16,4,8,0
Karachi,2025-08-04 17:00:00,2,10.66,37.89,75.85,0.07,0.29,44.73,17,4,8,0
Karachi,2025-08-04 18:00:00,2,11.23,40.22,77.0,0.07,0.3,44.66,18,4,8,0
Karachi,2025-08-04 19:00:00,2,11.91,42.91,77.45,0.07,0.31,44.39,19,4,8,0
Karachi,2025-08-04 20:00:00,2,12.63,45.82,77.53,0.07,0.32,44.09,20,4,8,0
Karachi,2025-08-04 21:00:00,2,13.21,49.19,77.09,0.08,0.32,43.72,21,4,8,0
Karachi,2025-08-04 22:00:00,3,13.52,52.21,76.64,0.08,0.32,43.39,22,4,8,0
Karachi,2025-08-04 23:00:00,3,13.35,52.49,76.41,0.08,0.32,43.11,23,4,8,0
Karachi,2025-08-05 00:00:00,3,12.87,50.89,76.11,0.08,0.31,42.93,0,5,8,1
Karachi,2025-08-05 01:00:00,3,12.42,50.2,75.7,0.08,0.31,42.87,1,5,8,1
Karachi,2025-08-05 02:00:00,2,12.12,49.65,75.34,0.08,0.31,43.01,2,5,8,1
Karachi,2025-08-05 03:00:00,2,11.85,47.89,75.36,0.08,0.31,43.39,3,5,8,1
Karachi,2025-08-05 04:00:00,2,11.66,46.32,75.67,0.08,0.3,43.88,4,5,8,1
Karachi,2025-08-05 05:00:00,2,11.81,46.82,76.04,0.07,0.31,44.35,5,5,8,1
Karachi,2025-08-05 06:00:00,2,11.86,47.0,76.52,0.06,0.31,44.69,6,5,8,1
Karachi,2025-08-05 07:00:00,2,11.74,46.49,76.76,0.05,0.32,44.87,7,5,8,1
Karachi,2025-08-05 08:00:00,2,11.49,45.48,76.93,0.05,0.31,44.97,8,5,8,1
Karachi,2025-08-05 09:00:00,2,11.23,44.7,76.8,0.05,0.31,44.9,9,5,8,1
Karachi,2025-08-05 10:00:00,2,10.95,44.54,76.69,0.05,0.31,44.71,10,5,8,1
Karachi,2025-08-05 11:00:00,2,10.5,44.2,77.06,0.06,0.31,44.39,11,5,8,1
Karachi,2025-08-05 12:00:00,2,10.21,44.55,77.63,0.06,0.31,43.94,12,5,8,1
Karachi,2025-08-05 13:00:00,2,10.13,42.87,78.62,0.07,0.3,43.5,13,5,8,1
Karachi,2025-08-05 14:00:00,2,10.26,40.95,79.53,0.08,0.3,43.13,14,5,8,1
Karachi,2025-08-05 15:00:00,2,10.64,41.22,80.05,0.08,0.3,42.96,15,5,8,1
Karachi,2025-08-05 16:00:00,2,11.09,44.47,80.44,0.08,0.31,42.92,16,5,8,1
Karachi,2025-08-05 17:00:00,2,11.44,48.09,81.24,0.08,0.32,42.92,17,5,8,1
Karachi,2025-08-05 18:00:00,3,11.72,50.02,82.16,0.08,0.33,42.86,18,5,8,1
Karachi,2025-08-05 19:00:00,3,11.97,50.03,82.79,0.08,0.33,42.67,19,5,8,1
Karachi,2025-08-05 20:00:00,2,12.24,49.43,83.1,0.08,0.32,42.44,20,5,8,1
Karachi,2025-08-05 21:00:00,2,12.57,49.92,82.8,0.08,0.32,42.32,21,5,8,1
Karachi,2025-08-05 22:00:00,3,12.9,50.84,82.34,0.08,0.32,42.23,22,5,8,1
Karachi,2025-08-05 23:00:00,3,13.36,55.41,81.67,0.08,0.32,42.19,23,5,8,1
Karachi,2025-08-06 00:00:00,3,13.74,59.63,81.16,0.08,0.32,42.22,0,6,8,2
Karachi,2025-08-06 01:00:00,3,13.83,60.66,81.22,0.08,0.31,42.36,1,6,8,2
Karachi,2025-08-06 02:00:00,3,13.56,58.45,81.56,0.08,0.3,42.67,2,6,8,2
Karachi,2025-08-06 03:00:00,3,13.07,55.35,82.25,0.08,0.29,43.03,3,6,8,2
Karachi,2025-08-06 04:00:00,3,12.55,53.89,83.02,0.06,0.28,43.45,4,6,8,2
Karachi,2025-08-06 05:00:00,3,12.15,53.38,83.37,0.05,0.28,43.54,5,6,8,2
Karachi,2025-08-06 06:00:00,3,11.78,52.45,83.36,0.04,0.28,43.27,6,6,8,2
Karachi,2025-08-06 07:00:00,2,11.33,49.07,83.19,0.04,0.28,42.73,7,6,8,2
Karachi,2025-08-06 08:00:00,2,10.78,44.28,82.97,0.04,0.27,42.07,8,6,8,2
Karachi,2025-08-06 09:00:00,2,10.31,40.05,83.07,0.04,0.26,41.54,9,6,8,2
Karachi,2025-08-06 10:00:00,2,10.09,37.3,83.48,0.04,0.26,41.29,10,6,8,2
Karachi,2025-08-06 11:00:00,2,10.14,35.84,83.71,0.04,0.26,41.1,11,6,8,2
Karachi,2025-08-06 12:00:00,2,10.25,34.89,84.23,0.05,0.26,41.18,12,6,8,2
Karachi,2025-08-06 13:00:00,2,10.33,34.5,84.94,0.05,0.26,41.33,13,6,8,2
Karachi,2025-08-06 14:00:00,2,10.41,34.95,85.88,0.07,0.26,41.49,14,6,8,2
Karachi,2025-08-06 15:00:00,2,10.51,36.01,86.87,0.07,0.26,41.55,15,6,8,2
Karachi,2025-08-06 16:00:00,2,10.52,37.27,87.78,0.07,0.27,41.55,16,6,8,2
Karachi,2025-08-06 17:00:00,2,10.53,38.13,88.96,0.07,0.27,41.59,17,6,8,2
Karachi,2025-08-06 18:00:00,2,10.65,38.41,90.05,0.07,0.27,41.71,18,6,8,2
Karachi,2025-08-06 19:00:00,2,10.74,37.94,90.94,0.07,0.27,41.86,19,6,8,2
Karachi,2025-08-06 20:00:00,2,10.83,37.7,92.07,0.07,0.27,42.17,20,6,8,2
Karachi,2025-08-06 21:00:00,2,11.01,38.24,92.91,0.07,0.27,42.46,21,6,8,2
Karachi,2025-08-06 22:00:00,2,11.3,38.74,93.44,0.07,0.26,42.78,22,6,8,2
Karachi,2025-08-06 23:00:00,2,11.72,39.31,93.53,0.07,0.26,43.0,23,6,8,2
Karachi,2025-08-07 00:00:00,2,12.29,41.41,93.31,0.07,0.26,43.11,0,7,8,3
Karachi,2025-08-07 01:00:00,2,13.03,45.56,92.99,0.08,0.26,43.27,1,7,8,3
Karachi,2025-08-07 02:00:00,3,13.87,50.67,92.51,0.08,0.27,43.43,2,7,8,3
Karachi,2025-08-07 03:00:00,3,14.41,54.63,92.66,0.08,0.27,43.89,3,7,8,3
Karachi,2025-08-07 04:00:00,3,14.79,58.48,92.98,0.06,0.27,44.38,4,7,8,3
Karachi,2025-08-07 05:00:00,3,15.44,63.37,92.32,0.05,0.28,44.31,5,7,8,3
Karachi,2025-08-07 06:00:00,3,15.99,67.22,91.05,0.04,0.3,43.77,6,7,8,3
Karachi,2025-08-07 07:00:00,3,16.21,69.43,89.76,0.04,0.3,42.87,7,7,8,3
Karachi,2025-08-07 08:00:00,3,16.03,69.97,88.54,0.04,0.31,41.96,8,7,8,3
Karachi,2025-08-07 09:00:00,3,15.6,69.5,87.73,0.04,0.3,41.24,9,7,8,3
Karachi,2025-08-07 10:00:00,3,14.89,67.27,87.51,0.04,0.29,40.9,10,7,8,3
Karachi,2025-08-07 11:00:00,3,13.71,62.07,88.3,0.04,0.28,40.99,11,7,8,3
Karachi,2025-08-07 12:00:00,3,12.52,56.53,89.11,0.04,0.26,41.25,12,7,8,3
Karachi,2025-08-07 13:00:00,3,11.48,50.81,90.28,0.05,0.25,41.73,13,7,8,3
Karachi,2025-08-07 14:00:00,2,10.72,45.99,91.33,0.06,0.24,42.2,14,7,8,3
Karachi,2025-08-07 15:00:00,2,10.37,43.15,91.8,0.07,0.23,42.61,15,7,8,3
Karachi,2025-08-07 16:00:00,2,10.13,40.93,91.42,0.07,0.23,42.81,16,7,8,3
Karachi,2025-08-07 17:00:00,2,9.93,38.92,90.94,0.07,0.23,42.91,17,7,8,3
Karachi,2025-08-07 18:00:00,2,9.72,37.14,90.43,0.07,0.23,42.89,18,7,8,3
Karachi,2025-08-07 19:00:00,2,9.5,35.79,89.69,0.06,0.23,42.69,19,7,8,3
Karachi,2025-08-07 20:00:00,2,9.42,35.19,89.0,0.06,0.23,42.57,20,7,8,3
Karachi,2025-08-07 21:00:00,2,9.48,35.24,88.25,0.06,0.24,42.38,21,7,8,3
Karachi,2025-08-07 22:00:00,2,9.55,34.18,87.76,0.06,0.24,42.28,22,7,8,3
Karachi,2025-08-07 23:00:00,2,9.52,32.69,87.54,0.06,0.23,42.22,23,7,8,3
Karachi,2025-08-08 00:00:00,2,9.49,31.72,88.07,0.06,0.22,42.26,0,8,8,4
Karachi,2025-08-08 01:00:00,2,9.57,31.72,88.92,0.06,0.22,42.4,1,8,8,4
Karachi,2025-08-08 02:00:00,2,9.8,32.84,90.03,0.07,0.22,42.6,2,8,8,4
Karachi,2025-08-08 03:00:00,2,10.15,34.66,91.22,0.06,0.22,42.88,3,8,8,4
Karachi,2025-08-08 04:00:00,2,10.58,36.84,91.78,0.05,0.22,43.04,4,8,8,4
Karachi,2025-08-08 05:00:00,2,11.12,39.95,91.71,0.04,0.22,42.98,5,8,8,4
Karachi,2025-08-08 06:00:00,2,11.71,43.9,90.71,0.04,0.22,42.55,6,8,8,4
Karachi,2025-08-08 07:00:00,2,12.28,48.73,89.29,0.03,0.23,41.75,7,8,8,4
Karachi,2025-08-08 08:00:00,3,12.93,53.87,87.28,0.03,0.23,40.71,8,8,8,4
Karachi,2025-08-08 09:00:00,3,13.37,57.33,84.77,0.03,0.24,39.61,9,8,8,4
Karachi,2025-08-08 10:00:00,3,13.45,59.0,82.64,0.03,0.25,38.59,10,8,8,4
Karachi,2025-08-08 11:00:00,3,13.09,59.13,80.57,0.03,0.26,37.89,11,8,8,4
Karachi,2025-08-08 12:00:00,3,12.49,58.41,79.12,0.04,0.27,37.53,12,8,8,4
Karachi,2025-08-08 13:00:00,3,11.89,57.19,77.79,0.05,0.28,37.59,13,8,8,4
Karachi,2025-08-08 14:00:00,3,11.41,55.74,76.68,0.06,0.29,37.77,14,8,8,4
Karachi,2025-08-08 15:00:00,3,11.12,54.14,75.62,0.07,0.3,38.03,15,8,8,4
Karachi,2025-08-08 16:00:00,3,10.71,50.16,74.97,0.07,0.3,38.37,16,8,8,4
Karachi,2025-08-08 17:00:00,2,10.01,44.02,75.48,0.07,0.29,38.84,17,8,8,4
Karachi,2025-08-08 18:00:00,2,9.4,39.23,76.25,0.07,0.28,39.24,18,8,8,4
Karachi,2025-08-08 19:00:00,2,9.0,35.45,76.57,0.07,0.27,39.41,19,8,8,4
Karachi,2025-08-08 20:00:00,2,8.88,34.38,76.96,0.07,0.27,39.56,20,8,8,4
Karachi,2025-08-08 21:00:00,2,8.97,35.12,77.41,0.06,0.27,39.64,21,8,8,4
Karachi,2025-08-08 22:00:00,2,9.1,36.11,78.08,0.06,0.28,39.71,22,8,8,4
Karachi,2025-08-08 23:00:00,2,9.07,35.79,79.12,0.06,0.27,39.83,23,8,8,4
Karachi,2025-08-09 00:00:00,2,8.92,34.44,80.35,0.06,0.26,40.04,0,9,8,5
Karachi,2025-08-09 01:00:00,2,8.82,33.94,81.27,0.06,0.25,40.18,1,9,8,5
Karachi,2025-08-09 02:00:00,2,8.88,34.16,81.44,0.06,0.25,40.28,2,9,8,5
Karachi,2025-08-09 03:00:00,2,9.0,34.5,81.39,0.06,0.24,40.42,3,9,8,5
Karachi,2025-08-09 04:00:00,2,9.16,35.15,81.3,0.06,0.24,40.62,4,9,8,5
Karachi,2025-08-09 05:00:00,2,9.62,37.52,80.39,0.05,0.24,40.76,5,9,8,5
Karachi,2025-08-09 06:00:00,2,10.35,41.4,79.27,0.04,0.24,40.79,6,9,8,5
Karachi,2025-08-09 07:00:00,2,11.09,45.61,78.34,0.04,0.25,40.77,7,9,8,5
Karachi,2025-08-09 08:00:00,2,11.71,49.46,77.68,0.04,0.25,40.68,8,9,8,5
Karachi,2025-08-09 09:00:00,3,12.03,52.17,77.65,0.04,0.25,40.66,9,9,8,5
Karachi,2025-08-09 10:00:00,3,12.1,54.09,77.93,0.04,0.26,40.62,10,9,8,5
Karachi,2025-08-09 11:00:00,3,12.21,56.38,77.34,0.04,0.26,40.19,11,9,8,5
Karachi,2025-08-09 12:00:00,3,12.45,59.05,76.14,0.05,0.28,39.43,12,9,8,5
Karachi,2025-08-09 13:00:00,3,12.72,61.52,74.57,0.06,0.29,38.65,13,9,8,5
Karachi,2025-08-09 14:00:00,3,12.83,62.9,72.9,0.06,0.3,37.95,14,9,8,5
Karachi,2025-08-09 15:00:00,3,12.79,62.97,71.46,0.07,0.3,37.5,15,9,8,5
Karachi,2025-08-09 16:00:00,3,12.31,60.58,70.27,0.07,0.31,37.33,16,9,8,5
Karachi,2025-08-09 17:00:00,3,11.46,55.81,69.84,0.07,0.31,37.49,17,9,8,5
Karachi,2025-08-09 18:00:00,3,10.71,51.12,69.21,0.07,0.31,37.68,18,9,8,5
Karachi,2025-08-09 19:00:00,2,10.11,46.28,68.44,0.07,0.31,37.78,19,9,8,5
Karachi,2025-08-09 20:00:00,2,9.6,42.4,68.22,0.07,0.31,37.89,20,9,8,5
Karachi,2025-08-09 21:00:00,2,9.08,39.26,68.66,0.07,0.31,38.01,21,9,8,5
Karachi,2025-08-09 22:00:00,2,8.62,37.27,69.65,0.07,0.3,38.09,22,9,8,5
Karachi,2025-08-09 23:00:00,2,8.4,36.09,70.69,0.07,0.29,38.12,23,9,8,5
Karachi,2025-08-10 00:00:00,2,8.44,35.34,71.37,0.07,0.29,38.07,0,10,8,6
Karachi,2025-08-10 01:00:00,2,8.65,34.27,71.69,0.07,0.28,38.02,1,10,8,6
Karachi,2025-08-10 02:00:00,2,8.95,33.13,71.42,0.07,0.28,37.78,2,10,8,6
Karachi,2025-08-10 03:00:00,2,9.22,32.63,71.18,0.07,0.27,37.61,3,10,8,6
Karachi,2025-08-10 04:00:00,2,9.51,32.88,71.26,0.06,0.26,37.52,4,10,8,6
Karachi,2025-08-10 05:00:00,2,10.13,35.14,71.16,0.05,0.26,37.38,5,10,8,6
Karachi,2025-08-10 06:00:00,2,10.78,38.08,71.47,0.05,0.27,37.15,6,10,8,6
Karachi,2025-08-10 07:00:00,2,11.28,41.08,72.4,0.04,0.27,36.85,7,10,8,6
Karachi,2025-08-10 08:00:00,2,11.54,43.7,73.37,0.04,0.26,36.57,8,10,8,6
Karachi,2025-08-10 09:00:00,2,11.72,46.11,74.13,0.04,0.26,36.21,9,10,8,6
Karachi,2025-08-10 10:00:00,2,11.91,49.07,74.44,0.04,0.26,36.08,10,10,8,6
Karachi,2025-08-10 11:00:00,3,11.98,51.99,74.32,0.04,0.27,36.07,11,10,8,6
Karachi,2025-08-10 12:00:00,3,12.2,54.43,73.35,0.05,0.28,36.19,12,10,8,6
Karachi,2025-08-10 13:00:00,3,12.38,55.76,72.3,0.06,0.29,36.48,13,10,8,6
Karachi,2025-08-10 14:00:00,3,12.12,53.98,71.47,0.07,0.3,36.72,14,10,8,6
Karachi,2025-08-10 15:00:00,2,11.52,49.86,71.15,0.07,0.29,37.11,15,10,8,6
Karachi,2025-08-10 16:00:00,2,10.78,44.49,71.56,0.07,0.28,37.41,16,10,8,6
Karachi,2025-08-10 17:00:00,2,10.14,40.6,72.3,0.07,0.28,37.79,17,10,8,6
Karachi,2025-08-10 18:00:00,2,9.66,38.85,72.54,0.07,0.3,38.19,18,10,8,6
Karachi,2025-08-10 19:00:00,2,9.19,37.38,72.68,0.07,0.3,38.46,19,10,8,6
Karachi,2025-08-10 20:00:00,2,8.71,35.77,72.98,0.07,0.3,38.7,20,10,8,6
Karachi,2025-08-10 21:00:00,2,8.31,34.21,73.66,0.07,0.3,38.91,21,10,8,6
Karachi,2025-08-10 22:00:00,2,7.99,32.05,74.58,0.06,0.29,39.17,22,10,8,6
Karachi,2025-08-10 23:00:00,2,7.87,29.75,75.3,0.06,0.28,39.42,23,10,8,6
Karachi,2025-08-11 00:00:00,2,7.97,28.4,76.07,0.06,0.27,39.67,0,11,8,0
Karachi,2025-08-11 01:00:00,2,8.27,29.02,76.64,0.06,0.28,39.92,1,11,8,0
Karachi,2025-08-11 02:00:00,2,8.69,30.59,77.33,0.07,0.29,40.1,2,11,8,0
Karachi,2025-08-11 03:00:00,2,8.89,31.1,78.37,0.07,0.29,40.25,3,11,8,0
Karachi,2025-08-11 04:00:00,2,9.03,31.87,79.32,0.06,0.29,40.28,4,11,8,0
Karachi,2025-08-11 05:00:00,2,9.45,34.6,80.06,0.05,0.31,40.07,5,11,8,0
Karachi,2025-08-11 06:00:00,2,10.09,38.89,80.16,0.04,0.32,39.54,6,11,8,0
Karachi,2025-08-11 07:00:00,2,10.83,43.73,79.75,0.04,0.33,38.61,7,11,8,0
Karachi,2025-08-11 08:00:00,2,11.33,47.11,79.13,0.04,0.33,37.58,8,11,8,0
Karachi,2025-08-11 09:00:00,2,11.6,48.99,78.09,0.04,0.33,36.7,9,11,8,0
Karachi,2025-08-11 10:00:00,3,11.72,50.07,76.84,0.04,0.33,36.01,10,11,8,0
Karachi,2025-08-11 11:00:00,2,11.53,49.81,75.2,0.04,0.33,35.74,11,11,8,0
Karachi,2025-08-11 12:00:00,2,11.15,48.74,73.71,0.05,0.34,35.8,12,11,8,0
Karachi,2025-08-11 13:00:00,2,10.65,46.97,73.28,0.07,0.35,36.29,13,11,8,0
Karachi,2025-08-11 14:00:00,2,10.12,44.73,73.82,0.08,0.35,36.85,14,11,8,0
Karachi,2025-08-11 15:00:00,2,9.65,42.63,74.7,0.08,0.35,37.24,15,11,8,0
Karachi,2025-08-11 16:00:00,2,9.26,40.87,75.57,0.08,0.35,37.46,16,11,8,0
Karachi,2025-08-11 17:00:00,2,9.23,40.79,76.24,0.08,0.35,37.53,17,11,8,0
Karachi,2025-08-11 18:00:00,2,9.57,42.82,76.46,0.08,0.36,37.48,18,11,8,0
Karachi,2025-08-11 19:00:00,2,10.25,45.02,75.93,0.08,0.38,37.2,19,11,8,0
Karachi,2025-08-11 20:00:00,2,11.07,47.55,75.34,0.08,0.4,36.87,20,11,8,0
Karachi,2025-08-11 21:00:00,2,11.52,48.88,75.22,0.09,0.4,36.56,21,11,8,0
Karachi,2025-08-11 22:00:00,2,11.37,47.44,75.88,0.08,0.4,36.48,22,11,8,0
Karachi,2025-08-11 23:00:00,2,10.92,45.65,77.03,0.08,0.39,36.71,23,11,8,0
Karachi,2025-08-12 00:00:00,2,10.77,45.73,77.91,0.08,0.38,37.08,0,12,8,1
Karachi,2025-08-12 01:00:00,2,11.33,49.15,78.14,0.08,0.39,37.44,1,12,8,1
Karachi,2025-08-12 02:00:00,3,12.65,55.73,77.05,0.08,0.41,37.0,2,12,8,1
Karachi,2025-08-12 03:00:00,3,13.79,61.74,75.49,0.08,0.44,36.34,3,12,8,1
Karachi,2025-08-12 04:00:00,3,14.18,63.61,74.42,0.08,0.44,36.05,4,12,8,1
Karachi,2025-08-12 05:00:00,3,14.09,63.45,74.3,0.07,0.43,36.31,5,12,8,1
Karachi,2025-08-12 06:00:00,3,13.75,62.49,74.56,0.06,0.42,36.78,6,12,8,1
Karachi,2025-08-12 07:00:00,3,13.4,61.93,74.82,0.05,0.41,37.04,7,12,8,1
Karachi,2025-08-12 08:00:00,3,13.27,61.99,74.34,0.05,0.42,36.88,8,12,8,1
Karachi,2025-08-12 09:00:00,3,13.33,62.4,73.37,0.05,0.43,36.42,9,12,8,1
Karachi,2025-08-12 10:00:00,3,13.44,62.63,72.87,0.05,0.44,36.19,10,12,8,1
Karachi,2025-08-12 11:00:00,3,13.32,61.44,72.93,0.06,0.44,36.29,11,12,8,1
Karachi,2025-08-12 12:00:00,3,13.1,59.69,73.53,0.06,0.44,36.6,12,12,8,1
Karachi,2025-08-12 13:00:00,3,13.14,59.12,74.02,0.08,0.44,36.97,13,12,8,1
Karachi,2025-08-12 14:00:00,3,13.29,59.16,73.71,0.1,0.44,37.27,14,12,8,1
Karachi,2025-08-12 15:00:00,3,13.53,59.89,73.11,0.1,0.45,37.51,15,12,8,1
Karachi,2025-08-12 16:00:00,3,13.72,60.74,72.94,0.11,0.46,37.77,16,12,8,1
Karachi,2025-08-12 17:00:00,3,13.66,60.43,73.35,0.11,0.45,38.16,17,12,8,1
Karachi,2025-08-12 18:00:00,3,13.7,60.56,74.22,0.11,0.45,38.47,18,12,8,1
Karachi,2025-08-12 19:00:00,3,14.22,61.85,74.55,0.11,0.45,38.6,19,12,8,1
Karachi,2025-08-12 20:00:00,3,15.45,66.98,74.32,0.11,0.46,38.5,20,12,8,1
Karachi,2025-08-12 21:00:00,3,16.89,73.96,73.71,0.11,0.49,38.21,21,12,8,1
Karachi,2025-08-12 22:00:00,3,18.04,80.07,73.29,0.12,0.5,38.22,22,12,8,1
Karachi,2025-08-12 23:00:00,3,18.65,83.86,73.39,0.12,0.5,38.6,23,12,8,1
Karachi,2025-08-13 00:00:00,3,19.38,87.88,74.13,0.12,0.51,39.34,0,13,8,2
Karachi,2025-08-13 01:00:00,3,20.56,94.71,74.82,0.11,0.51,40.31,1,13,8,2
Karachi,2025-08-13 02:00:00,4,21.57,101.01,75.08,0.11,0.52,40.93,2,13,8,2
Karachi,2025-08-13 03:00:00,4,22.13,104.57,74.95,0.12,0.53,41.15,3,13,8,2
Karachi,2025-08-13 04:00:00,4,22.26,105.95,74.59,0.12,0.52,41.11,4,13,8,2
Karachi,2025-08-13 05:00:00,4,22.19,106.15,74.26,0.11,0.52,41.05,5,13,8,2
Karachi,2025-08-13 06:00:00,4,21.93,105.39,74.17,0.09,0.51,40.86,6,13,8,2
Karachi,2025-08-13 07:00:00,4,21.49,103.68,74.06,0.08,0.5,40.5,7,13,8,2
Karachi,2025-08-13 08:00:00,4,20.96,101.37,73.99,0.07,0.5,40.03,8,13,8,2
Karachi,2025-08-13 09:00:00,3,20.47,99.19,73.89,0.07,0.5,39.54,9,13,8,2
Karachi,2025-08-13 10:00:00,3,20.14,97.6,73.93,0.07,0.5,39.25,10,13,8,2
Karachi,2025-08-13 11:00:00,3,19.85,96.22,74.13,0.08,0.5,39.15,11,13,8,2
Karachi,2025-08-13 12:00:00,3,19.66,95.0,74.27,0.09,0.49,39.24,12,13,8,2
Karachi,2025-08-13 13:00:00,3,19.61,94.33,74.85,0.1,0.49,39.45,13,13,8,2
Karachi,2025-08-13 14:00:00,3,19.65,93.74,74.99,0.11,0.49,39.53,14,13,8,2
Karachi,2025-08-13 15:00:00,3,19.78,93.45,75.01,0.11,0.5,39.53,15,13,8,2
Karachi,2025-08-13 16:00:00,3,19.88,93.15,75.04,0.11,0.5,39.52,16,13,8,2
Karachi,2025-08-13 17:00:00,3,19.94,92.82,75.31,0.11,0.49,39.65,17,13,8,2
Karachi,2025-08-13 18:00:00,3,19.93,92.41,75.76,0.11,0.48,39.88,18,13,8,2
Karachi,2025-08-13 19:00:00,3,19.81,91.97,76.33,0.11,0.46,40.25,19,13,8,2
Karachi,2025-08-13 20:00:00,3,19.86,92.46,76.78,0.11,0.44,40.62,20,13,8,2
Karachi,2025-08-13 21:00:00,3,20.01,92.97,77.01,0.11,0.43,40.67,21,13,8,2
Karachi,2025-08-13 22:00:00,3,20.21,93.43,77.15,0.11,0.43,40.62,22,13,8,2
Karachi,2025-08-13 23:00:00,3,20.38,93.6,77.36,0.11,0.43,40.66,23,13,8,2
Karachi,2025-08-14 00:00:00,3,20.57,94.2,77.71,0.11,0.42,40.84,0,14,8,3
Karachi,2025-08-14 01:00:00,3,20.8,95.37,78.29,0.11,0.4,41.26,1,14,8,3
Karachi,2025-08-14 02:00:00,3,21.03,96.32,78.85,0.11,0.39,41.62,2,14,8,3
Karachi,2025-08-14 03:00:00,3,21.16,96.47,79.18,0.12,0.38,41.78,3,14,8,3
Karachi,2025-08-14 04:00:00,3,21.15,95.87,79.26,0.12,0.37,41.66,4,14,8,3
Karachi,2025-08-14 05:00:00,3,21.06,94.98,79.37,0.11,0.36,41.61,5,14,8,3
Karachi,2025-08-14 06:00:00,3,20.93,93.9,79.4,0.11,0.36,41.49,6,14,8,3
Karachi,2025-08-14 07:00:00,3,20.68,92.44,79.19,0.1,0.35,41.29,7,14,8,3
Karachi,2025-08-14 08:00:00,3,20.39,90.76,78.86,0.09,0.34,41.21,8,14,8,3
Karachi,2025-08-14 09:00:00,3,20.07,89.1,78.59,0.09,0.33,41.07,9,14,8,3
Karachi,2025-08-14 10:00:00,3,19.85,87.61,78.43,0.09,0.32,40.96,10,14,8,3
Karachi,2025-08-14 11:00:00,3,19.72,86.51,77.98,0.09,0.32,40.77,11,14,8,3
Karachi,2025-08-14 12:00:00,3,19.66,86.1,77.53,0.11,0.32,40.8,12,14,8,3
Karachi,2025-08-14 13:00:00,3,19.63,86.14,77.46,0.12,0.33,41.04,13,14,8,3
