city,timestamp,aqi,pm25,pm10,co,no2,so2,o3,hour,day,month,weekday
Karachi,2025-11-03 07:00:00,5,65.87,203.9,129.99,0.05,0.29,98.67,7,3,11,0
Karachi,2025-11-03 08:00:00,4,62.69,194.96,128.16,0.04,0.31,98.58,8,3,11,0
Karachi,2025-11-03 09:00:00,4,59.72,186.15,126.66,0.04,0.33,98.16,9,3,11,0
Karachi,2025-11-03 10:00:00,4,56.92,177.18,126.0,0.05,0.34,98.48,10,3,11,0
Karachi,2025-11-03 11:00:00,4,54.05,166.46,125.32,0.05,0.35,98.66,11,3,11,0
Karachi,2025-11-03 12:00:00,4,51.46,155.78,124.74,0.07,0.36,98.77,12,3,11,0
Karachi,2025-11-03 13:00:00,4,49.49,146.71,124.56,0.09,0.38,99.32,13,3,11,0
Karachi,2025-11-03 14:00:00,4,47.85,138.69,124.44,0.09,0.39,99.88,14,3,11,0
Karachi,2025-11-03 15:00:00,4,46.53,132.21,124.14,0.09,0.42,100.68,15,3,11,0
Karachi,2025-11-03 16:00:00,4,45.42,126.83,123.48,0.08,0.45,101.82,16,3,11,0
Karachi,2025-11-03 17:00:00,4,44.7,123.3,123.26,0.08,0.48,103.09,17,3,11,0
Karachi,2025-11-03 18:00:00,4,44.45,121.66,123.16,0.08,0.52,104.23,18,3,11,0
Karachi,2025-11-03 19:00:00,4,44.5,121.29,123.27,0.08,0.55,105.08,19,3,11,0
Karachi,2025-11-03 20:00:00,4,44.91,122.11,123.66,0.07,0.57,105.81,20,3,11,0
Karachi,2025-11-03 21:00:00,4,45.44,123.25,123.98,0.07,0.59,106.3,21,3,11,0
Karachi,2025-11-03 22:00:00,4,45.96,124.42,124.62,0.07,0.6,106.82,22,3,11,0
Karachi,2025-11-03 23:00:00,4,46.3,125.11,125.32,0.08,0.61,106.66,23,3,11,0
Karachi,2025-11-04 00:00:00,4,46.39,125.49,126.48,0.09,0.61,106.76,0,4,11,1
Karachi,2025-11-04 01:00:00,4,46.22,125.66,128.39,0.12,0.6,106.91,1,4,11,1
Karachi,2025-11-04 02:00:00,4,45.65,124.89,130.64,0.15,0.59,106.79,2,4,11,1
Karachi,2025-11-04 03:00:00,4,44.22,121.52,132.69,0.25,0.61,106.84,3,4,11,1
Karachi,2025-11-04 04:00:00,4,41.49,113.78,133.73,0.3,0.66,107.48,4,4,11,1
Karachi,2025-11-04 05:00:00,4,37.54,102.67,132.46,0.3,0.75,109.35,5,4,11,1
Karachi,2025-11-04 06:00:00,3,33.63,93.51,128.88,0.26,0.85,112.22,6,4,11,1
Karachi,2025-11-04 07:00:00,3,31.75,94.03,124.96,0.22,0.92,114.9,7,4,11,1
Karachi,2025-11-04 08:00:00,4,32.55,103.33,122.81,0.2,0.95,115.89,8,4,11,1
Karachi,2025-11-04 09:00:00,4,35.31,119.19,122.49,0.2,0.96,116.19,9,4,11,1
Karachi,2025-11-04 10:00:00,4,40.24,144.0,123.15,0.21,0.97,116.47,10,4,11,1
Karachi,2025-11-04 11:00:00,4,47.4,178.22,123.29,0.24,0.97,116.58,11,4,11,1
Karachi,2025-11-04 12:00:00,5,55.5,215.7,122.35,0.31,0.99,117.35,12,4,11,1
Karachi,2025-11-04 13:00:00,5,61.79,245.32,120.45,0.39,1.05,119.09,13,4,11,1
Karachi,2025-11-04 14:00:00,5,64.26,257.68,117.68,0.4,1.07,120.81,14,4,11,1
Karachi,2025-11-04 15:00:00,5,63.5,257.22,114.68,0.39,1.0,121.09,15,4,11,1
Karachi,2025-11-04 16:00:00,5,61.36,252.57,111.94,0.37,0.85,119.82,16,4,11,1
Karachi,2025-11-04 17:00:00,5,60.35,255.25,109.89,0.36,0.68,117.55,17,4,11,1
Karachi,2025-11-04 18:00:00,5,61.88,270.65,108.46,0.36,0.55,115.3,18,4,11,1
Karachi,2025-11-04 19:00:00,5,65.25,292.71,107.71,0.36,0.49,113.14,19,4,11,1
Karachi,2025-11-04 20:00:00,5,67.37,305.17,107.29,0.36,0.51,111.69,20,4,11,1
Karachi,2025-11-04 21:00:00,5,65.89,296.51,107.05,0.36,0.63,110.46,21,4,11,1
Karachi,2025-11-04 22:00:00,5,60.73,269.35,106.64,0.38,0.83,109.33,22,4,11,1
Karachi,2025-11-04 23:00:00,5,53.99,233.93,106.78,0.41,1.09,108.13,23,4,11,1
Karachi,2025-11-05 00:00:00,4,47.04,197.79,107.74,0.49,1.63,106.58,0,5,11,2
Karachi,2025-11-05 01:00:00,4,41.06,167.67,112.25,0.72,2.74,104.45,1,5,11,2
Karachi,2025-11-05 02:00:00,4,37.57,150.01,125.12,1.27,4.23,101.87,2,5,11,2
Karachi,2025-11-05 03:00:00,4,36.13,141.06,146.26,2.38,5.6,99.55,3,5,11,2
Karachi,2025-11-05 04:00:00,4,35.52,134.07,171.68,2.98,6.6,99.51,4,5,11,2
Karachi,2025-11-05 05:00:00,4,35.99,128.31,196.48,3.03,7.11,105.28,5,5,11,2
Karachi,2025-11-05 06:00:00,4,38.48,125.22,216.56,2.51,7.07,116.6,6,5,11,2
Karachi,2025-11-05 07:00:00,4,43.12,126.22,230.9,1.82,6.63,128.64,7,5,11,2
Karachi,2025-11-05 08:00:00,4,49.0,130.28,244.2,1.35,6.05,138.55,8,5,11,2
Karachi,2025-11-05 09:00:00,4,53.94,134.32,254.3,1.12,5.5,146.13,9,5,11,2
Karachi,2025-11-05 10:00:00,4,57.03,136.93,259.84,1.06,5.06,151.99,10,5,11,2
Karachi,2025-11-05 11:00:00,4,58.23,137.05,260.65,1.09,4.69,154.93,11,5,11,2
Karachi,2025-11-05 12:00:00,4,58.3,135.78,258.66,1.19,4.39,156.06,12,5,11,2
Karachi,2025-11-05 13:00:00,4,57.96,134.35,256.15,1.26,4.16,155.65,13,5,11,2
Karachi,2025-11-05 14:00:00,4,57.69,133.28,252.99,1.02,4.0,154.59,14,5,11,2
Karachi,2025-11-05 15:00:00,4,57.27,132.57,247.84,0.82,3.87,153.77,15,5,11,2
Karachi,2025-11-05 16:00:00,4,56.75,131.73,241.92,0.71,3.78,152.48,16,5,11,2
Karachi,2025-11-05 17:00:00,4,56.57,131.62,237.99,0.65,3.76,151.85,17,5,11,2
Karachi,2025-11-05 18:00:00,4,56.6,132.15,234.71,0.61,3.84,151.68,18,5,11,2
Karachi,2025-11-05 19:00:00,4,56.6,132.36,231.5,0.58,3.95,151.33,19,5,11,2
Karachi,2025-11-05 20:00:00,4,56.61,131.97,228.77,0.56,4.01,150.19,20,5,11,2
Karachi,2025-11-05 21:00:00,4,56.65,131.22,229.33,0.56,4.03,148.75,21,5,11,2
Karachi,2025-11-05 22:00:00,4,56.71,130.79,234.88,0.65,4.08,146.61,22,5,11,2
Karachi,2025-11-05 23:00:00,4,56.69,130.98,243.17,0.78,4.25,143.96,23,5,11,2
Karachi,2025-11-06 00:00:00,4,56.55,131.98,256.59,0.96,4.59,140.55,0,6,11,3
Karachi,2025-11-06 01:00:00,4,55.09,130.97,265.17,1.11,5.82,138.26,1,6,11,3
Karachi,2025-11-06 02:00:00,4,53.38,129.24,272.62,1.23,6.79,134.42,2,6,11,3
Karachi,2025-11-06 03:00:00,4,51.76,127.63,276.04,1.62,7.5,131.32,3,6,11,3
Karachi,2025-11-06 04:00:00,4,50.52,125.83,284.01,1.98,8.39,129.41,4,6,11,3
Karachi,2025-11-06 05:00:00,4,50.89,125.95,301.55,2.17,9.24,131.42,5,6,11,3
Karachi,2025-11-06 06:00:00,4,53.37,127.85,318.09,2.0,9.96,137.73,6,6,11,3
Karachi,2025-11-06 07:00:00,4,57.7,131.05,327.85,1.58,10.46,146.62,7,6,11,3
Karachi,2025-11-06 08:00:00,4,62.63,134.49,335.34,1.31,10.95,155.25,8,6,11,3
Karachi,2025-11-06 09:00:00,4,66.79,137.03,340.69,1.24,11.64,163.1,9,6,11,3
Karachi,2025-11-06 10:00:00,4,68.7,136.91,334.1,1.23,12.17,170.03,10,6,11,3
Karachi,2025-11-06 11:00:00,4,68.9,135.72,319.83,1.26,11.97,173.25,11,6,11,3
Karachi,2025-11-06 12:00:00,4,67.32,133.09,301.12,1.34,11.53,172.59,12,6,11,3
Karachi,2025-11-06 13:00:00,4,63.18,127.15,272.85,1.26,10.88,168.22,13,6,11,3
Karachi,2025-11-06 14:00:00,4,59.41,121.29,247.05,0.89,9.78,163.43,14,6,11,3
Karachi,2025-11-06 15:00:00,4,55.41,115.04,220.78,0.63,8.26,157.73,15,6,11,3
Karachi,2025-11-06 16:00:00,4,51.21,108.32,195.98,0.48,6.75,151.18,16,6,11,3
Karachi,2025-11-06 17:00:00,4,47.77,102.96,176.56,0.37,5.4,144.62,17,6,11,3
Karachi,2025-11-06 18:00:00,3,44.65,98.4,159.79,0.29,4.19,137.62,18,6,11,3
Karachi,2025-11-06 19:00:00,3,41.89,94.65,146.1,0.22,3.23,130.66,19,6,11,3
Karachi,2025-11-06 20:00:00,3,39.68,91.72,135.92,0.18,2.52,124.79,20,6,11,3
Karachi,2025-11-06 21:00:00,3,37.74,89.02,127.89,0.15,2.0,119.88,21,6,11,3
Karachi,2025-11-06 22:00:00,3,35.98,86.77,120.86,0.12,1.57,115.88,22,6,11,3
Karachi,2025-11-06 23:00:00,3,34.59,85.32,114.92,0.1,1.23,112.07,23,6,11,3
Karachi,2025-11-07 00:00:00,3,33.65,84.83,110.37,0.09,0.96,108.98,0,7,11,4
Karachi,2025-11-07 01:00:00,3,33.2,85.69,107.15,0.08,0.75,106.4,1,7,11,4
Karachi,2025-11-07 02:00:00,3,33.04,87.51,105.12,0.08,0.61,104.42,2,7,11,4
Karachi,2025-11-07 03:00:00,3,33.11,90.16,103.96,0.12,0.53,102.76,3,7,11,4
Karachi,2025-11-07 04:00:00,3,32.7,91.3,103.58,0.13,0.51,102.49,4,7,11,4
Karachi,2025-11-07 05:00:00,3,32.42,91.83,104.59,0.12,0.52,101.89,5,7,11,4
Karachi,2025-11-07 06:00:00,3,32.46,92.35,105.67,0.11,0.52,101.09,6,7,11,4
Karachi,2025-11-07 07:00:00,3,32.45,92.06,106.36,0.1,0.5,100.16,7,7,11,4
Karachi,2025-11-07 08:00:00,3,32.47,91.48,106.96,0.1,0.48,99.22,8,7,11,4
Karachi,2025-11-07 09:00:00,3,32.46,90.17,107.85,0.1,0.47,99.0,9,7,11,4
Karachi,2025-11-07 10:00:00,3,32.13,87.91,108.64,0.11,0.46,99.69,10,7,11,4
Karachi,2025-11-07 11:00:00,3,31.41,84.75,108.53,0.12,0.45,99.98,11,7,11,4
Karachi,2025-11-07 12:00:00,3,30.43,80.87,108.51,0.14,0.44,100.67,12,7,11,4
Karachi,2025-11-07 13:00:00,3,29.44,76.82,108.68,0.17,0.45,101.67,13,7,11,4
Karachi,2025-11-07 14:00:00,3,28.39,72.83,108.56,0.16,0.47,102.68,14,7,11,4
Karachi,2025-11-07 15:00:00,3,27.29,68.67,108.15,0.15,0.48,103.65,15,7,11,4
Karachi,2025-11-07 16:00:00,3,26.04,64.27,107.57,0.13,0.49,104.52,16,7,11,4
Karachi,2025-11-07 17:00:00,3,24.79,60.16,107.18,0.12,0.48,105.25,17,7,11,4
Karachi,2025-11-07 18:00:00,3,23.44,55.93,106.64,0.11,0.46,105.96,18,7,11,4
Karachi,2025-11-07 19:00:00,3,21.98,51.45,105.99,0.1,0.46,106.8,19,7,11,4
Karachi,2025-11-07 20:00:00,3,20.46,46.84,105.35,0.1,0.47,108.19,20,7,11,4
Karachi,2025-11-07 21:00:00,3,18.97,42.37,104.83,0.09,0.52,109.99,21,7,11,4
Karachi,2025-11-07 22:00:00,3,17.25,36.69,104.85,0.09,0.7,113.83,22,7,11,4
Karachi,2025-11-07 23:00:00,3,16.02,33.44,103.96,0.09,0.72,114.66,23,7,11,4
Karachi,2025-11-08 00:00:00,3,15.13,31.62,102.78,0.08,0.67,114.41,0,8,11,5
Karachi,2025-11-08 01:00:00,3,14.35,30.09,102.03,0.08,0.63,114.49,1,8,11,5
Karachi,2025-11-08 02:00:00,3,13.71,29.0,101.58,0.07,0.58,114.96,2,8,11,5
Karachi,2025-11-08 03:00:00,3,13.36,28.61,101.27,0.11,0.55,115.42,3,8,11,5
Karachi,2025-11-08 04:00:00,3,13.03,28.01,100.59,0.1,0.54,115.13,4,8,11,5
Karachi,2025-11-08 05:00:00,3,12.94,27.92,100.03,0.08,0.54,114.82,5,8,11,5
Karachi,2025-11-08 06:00:00,3,13.07,28.54,99.5,0.07,0.53,113.95,6,8,11,5
Karachi,2025-11-08 07:00:00,3,13.3,29.52,98.81,0.06,0.52,112.84,7,8,11,5
Karachi,2025-11-08 08:00:00,3,13.56,30.71,98.13,0.05,0.5,111.33,8,8,11,5
Karachi,2025-11-08 09:00:00,3,13.73,31.83,97.32,0.05,0.49,110.03,9,8,11,5
Karachi,2025-11-08 10:00:00,3,13.83,33.0,96.9,0.05,0.47,109.5,10,8,11,5
Karachi,2025-11-08 11:00:00,3,14.38,35.92,96.34,0.06,0.44,108.53,11,8,11,5
Karachi,2025-11-08 12:00:00,3,15.19,39.81,95.95,0.06,0.41,107.73,12,8,11,5
Karachi,2025-11-08 13:00:00,3,16.28,44.84,96.08,0.08,0.38,107.16,13,8,11,5
Karachi,2025-11-08 14:00:00,3,17.54,50.52,96.43,0.07,0.35,106.45,14,8,11,5
Karachi,2025-11-08 15:00:00,3,18.65,55.62,97.0,0.07,0.33,106.01,15,8,11,5
Karachi,2025-11-08 16:00:00,3,19.66,60.38,97.43,0.07,0.32,105.46,16,8,11,5
Karachi,2025-11-08 17:00:00,3,20.84,65.57,98.22,0.07,0.3,104.72,17,8,11,5
Karachi,2025-11-08 18:00:00,3,21.94,70.36,99.03,0.07,0.28,104.18,18,8,11,5
Karachi,2025-11-08 19:00:00,3,22.82,74.25,99.56,0.07,0.27,103.5,19,8,11,5
Karachi,2025-11-08 20:00:00,3,23.61,77.65,100.07,0.07,0.26,103.08,20,8,11,5
Karachi,2025-11-08 21:00:00,3,24.36,80.72,100.61,0.07,0.25,102.73,21,8,11,5
Karachi,2025-11-08 22:00:00,3,24.99,83.51,101.24,0.07,0.24,102.48,22,8,11,5
Karachi,2025-11-08 23:00:00,3,25.36,85.09,101.65,0.07,0.24,102.58,23,8,11,5
Karachi,2025-11-09 00:00:00,3,25.56,85.88,101.86,0.07,0.24,102.78,0,9,11,6
Karachi,2025-11-09 01:00:00,3,25.53,85.54,102.31,0.07,0.24,103.2,1,9,11,6
Karachi,2025-11-09 02:00:00,3,25.18,83.82,102.42,0.07,0.25,104.25,2,9,11,6
Karachi,2025-11-09 03:00:00,3,24.74,81.8,102.5,0.1,0.26,105.78,3,9,11,6
Karachi,2025-11-09 04:00:00,3,24.22,79.4,102.16,0.1,0.28,106.82,4,9,11,6
Karachi,2025-11-09 05:00:00,3,23.89,77.94,102.07,0.08,0.29,107.64,5,9,11,6
Karachi,2025-11-09 06:00:00,3,23.85,77.71,101.91,0.07,0.3,107.8,6,9,11,6
Karachi,2025-11-09 07:00:00,3,24.03,78.46,102.16,0.06,0.31,107.42,7,9,11,6
Karachi,2025-11-09 08:00:00,3,24.27,79.58,102.21,0.05,0.32,106.53,8,9,11,6
Karachi,2025-11-09 09:00:00,3,24.55,80.8,102.35,0.05,0.32,105.76,9,9,11,6
Karachi,2025-11-09 10:00:00,3,25.02,82.83,103.18,0.05,0.33,105.65,10,9,11,6
Karachi,2025-11-09 11:00:00,3,25.42,84.62,103.8,0.06,0.34,105.84,11,9,11,6
Karachi,2025-11-09 12:00:00,3,25.76,86.05,104.36,0.07,0.35,106.19,12,9,11,6
Karachi,2025-11-09 13:00:00,3,26.07,87.17,105.06,0.09,0.35,106.79,13,9,11,6
Karachi,2025-11-09 14:00:00,3,26.29,87.84,105.61,0.09,0.36,107.21,14,9,11,6
Karachi,2025-11-09 15:00:00,3,26.43,88.12,105.92,0.09,0.36,107.61,15,9,11,6
Karachi,2025-11-09 16:00:00,3,26.37,87.68,106.04,0.08,0.36,107.92,16,9,11,6
Karachi,2025-11-09 17:00:00,3,26.25,86.82,106.01,0.08,0.36,108.23,17,9,11,6
Karachi,2025-11-09 18:00:00,3,26.11,85.89,106.01,0.07,0.36,108.53,18,9,11,6
Karachi,2025-11-09 19:00:00,3,25.86,84.57,105.73,0.07,0.36,108.81,19,9,11,6
Karachi,2025-11-09 20:00:00,3,25.55,82.98,105.57,0.07,0.36,108.97,20,9,11,6
Karachi,2025-11-09 21:00:00,3,25.22,81.31,105.31,0.07,0.35,109.16,21,9,11,6
Karachi,2025-11-09 22:00:00,3,25.04,80.3,105.15,0.06,0.35,109.16,22,9,11,6
Karachi,2025-11-09 23:00:00,3,24.97,79.86,105.15,0.06,0.34,108.98,23,9,11,6
Karachi,2025-11-10 00:00:00,3,24.87,79.37,105.09,0.06,0.34,108.81,0,10,11,0
Karachi,2025-11-10 01:00:00,3,24.77,78.81,105.26,0.06,0.33,108.67,1,10,11,0
Karachi,2025-11-10 02:00:00,3,24.65,77.99,105.41,0.05,0.32,108.76,2,10,11,0
Karachi,2025-11-10 03:00:00,3,24.48,77.12,105.61,0.08,0.32,108.91,3,10,11,0
Karachi,2025-11-10 04:00:00,3,24.16,75.81,105.17,0.07,0.31,108.19,4,10,11,0
Karachi,2025-11-10 05:00:00,3,23.93,74.58,104.99,0.06,0.3,107.75,5,10,11,0
Karachi,2025-11-10 06:00:00,3,23.65,73.29,104.67,0.05,0.3,106.74,6,10,11,0
Karachi,2025-11-10 07:00:00,3,23.33,71.88,104.13,0.04,0.29,105.37,7,10,11,0
Karachi,2025-11-10 08:00:00,3,22.98,70.43,103.53,0.04,0.28,103.54,8,10,11,0
Karachi,2025-11-10 09:00:00,3,22.64,69.07,102.88,0.04,0.27,101.8,9,10,11,0
Karachi,2025-11-10 10:00:00,3,22.3,67.69,102.8,0.04,0.26,100.94,10,10,11,0
Karachi,2025-11-10 11:00:00,3,21.83,65.94,102.64,0.04,0.25,100.29,11,10,11,0
Karachi,2025-11-10 12:00:00,3,21.36,64.07,102.37,0.05,0.25,100.15,12,10,11,0
Karachi,2025-11-10 13:00:00,3,20.93,62.31,102.59,0.06,0.25,100.47,13,10,11,0
Karachi,2025-11-10 14:00:00,3,20.5,60.56,102.65,0.06,0.25,101.06,14,10,11,0
Karachi,2025-11-10 15:00:00,3,20.06,58.75,102.76,0.06,0.25,101.6,15,10,11,0
Karachi,2025-11-10 16:00:00,3,19.62,56.97,102.69,0.06,0.25,102.15,16,10,11,0
Karachi,2025-11-10 17:00:00,3,19.29,55.57,102.67,0.06,0.25,102.75,17,10,11,0
Karachi,2025-11-10 18:00:00,3,19.03,54.36,102.62,0.05,0.25,103.29,18,10,11,0
Karachi,2025-11-10 19:00:00,3,18.8,53.26,102.65,0.05,0.25,103.55,19,10,11,0
Karachi,2025-11-10 20:00:00,3,18.61,52.4,102.7,0.05,0.25,103.77,20,10,11,0
Karachi,2025-11-10 21:00:00,3,18.5,51.72,102.72,0.05,0.25,103.97,21,10,11,0
Karachi,2025-11-10 22:00:00,3,18.41,51.17,102.59,0.05,0.25,103.86,22,10,11,0
Karachi,2025-11-10 23:00:00,3,18.38,50.87,102.61,0.05,0.25,103.81,23,10,11,0
Karachi,2025-11-11 00:00:00,3,18.37,50.71,102.64,0.04,0.24,103.66,0,11,11,1
Karachi,2025-11-11 01:00:00,3,18.4,50.64,102.56,0.04,0.24,103.81,1,11,11,1
Karachi,2025-11-11 02:00:00,3,18.45,50.6,102.92,0.04,0.23,103.93,2,11,11,1
Karachi,2025-11-11 03:00:00,3,18.49,50.47,103.05,0.06,0.23,104.21,3,11,11,1
Karachi,2025-11-11 04:00:00,3,18.48,50.14,102.8,0.05,0.23,103.78,4,11,11,1
Karachi,2025-11-11 05:00:00,3,18.5,49.92,102.66,0.04,0.22,103.4,5,11,11,1
Karachi,2025-11-11 06:00:00,3,18.53,49.58,102.34,0.03,0.22,102.66,6,11,11,1
Karachi,2025-11-11 07:00:00,3,18.55,49.29,101.83,0.03,0.22,101.3,7,11,11,1
Karachi,2025-11-11 08:00:00,2,18.59,49.04,101.34,0.03,0.21,99.47,8,11,11,1
Karachi,2025-11-11 09:00:00,2,18.63,48.87,100.77,0.03,0.2,97.66,9,11,11,1
Karachi,2025-11-11 10:00:00,2,18.68,48.74,100.7,0.03,0.2,96.61,10,11,11,1
Karachi,2025-11-11 11:00:00,2,18.61,48.3,100.58,0.03,0.2,95.87,11,11,11,1
Karachi,2025-11-11 12:00:00,2,18.51,47.79,100.38,0.04,0.2,95.84,12,11,11,1
Karachi,2025-11-11 13:00:00,2,18.43,47.29,100.63,0.05,0.2,96.21,13,11,11,1
Karachi,2025-11-11 14:00:00,2,18.33,46.73,100.69,0.05,0.21,96.78,14,11,11,1
Karachi,2025-11-11 15:00:00,2,18.23,46.17,100.84,0.05,0.22,97.3,15,11,11,1
Karachi,2025-11-11 16:00:00,2,18.13,45.64,100.8,0.05,0.22,97.52,16,11,11,1
Karachi,2025-11-11 17:00:00,2,18.11,45.27,100.84,0.05,0.23,97.87,17,11,11,1
Karachi,2025-11-11 18:00:00,2,18.08,44.93,100.91,0.05,0.23,98.21,18,11,11,1
Karachi,2025-11-11 19:00:00,2,18.04,44.49,100.82,0.05,0.24,98.39,19,11,11,1
Karachi,2025-11-11 20:00:00,2,17.99,44.05,100.84,0.04,0.25,98.61,20,11,11,1
Karachi,2025-11-11 21:00:00,2,17.92,43.55,100.86,0.04,0.25,98.96,21,11,11,1
Karachi,2025-11-11 22:00:00,2,17.81,43.08,100.87,0.04,0.26,99.18,22,11,11,1
Karachi,2025-11-11 23:00:00,2,17.72,42.77,101.04,0.04,0.26,99.3,23,11,11,1
Karachi,2025-11-12 00:00:00,2,17.63,42.57,101.08,0.04,0.26,99.51,0,12,11,2
Karachi,2025-11-12 01:00:00,2,17.52,42.37,101.27,0.04,0.26,99.69,1,12,11,2
Karachi,2025-11-12 02:00:00,3,17.4,42.13,101.62,0.04,0.27,100.15,2,12,11,2
Karachi,2025-11-12 03:00:00,3,17.28,41.81,102.03,0.06,0.28,100.51,3,12,11,2
Karachi,2025-11-12 04:00:00,3,17.11,41.25,101.93,0.05,0.3,100.45,4,12,11,2
Karachi,2025-11-12 05:00:00,3,17.01,40.71,102.07,0.05,0.31,100.03,5,12,11,2
Karachi,2025-11-12 06:00:00,2,16.95,40.28,101.91,0.04,0.34,99.35,6,12,11,2
Karachi,2025-11-12 07:00:00,2,16.93,39.88,101.86,0.04,0.36,98.41,7,12,11,2
Karachi,2025-11-12 08:00:00,2,16.88,39.39,101.5,0.04,0.37,97.27,8,12,11,2
Karachi,2025-11-12 09:00:00,2,16.89,38.82,101.2,0.04,0.4,96.41,9,12,11,2
Karachi,2025-11-12 10:00:00,2,16.94,38.25,101.44,0.05,0.43,96.49,10,12,11,2
Karachi,2025-11-12 11:00:00,2,16.89,37.53,101.4,0.05,0.44,96.55,11,12,11,2
Karachi,2025-11-12 12:00:00,2,16.8,36.75,101.29,0.06,0.46,96.78,12,12,11,2
Karachi,2025-11-12 13:00:00,2,16.79,36.03,101.65,0.08,0.48,97.7,13,12,11,2
Karachi,2025-11-12 14:00:00,2,16.77,35.39,101.91,0.08,0.5,98.39,14,12,11,2
Karachi,2025-11-12 15:00:00,2,16.74,34.84,102.12,0.08,0.51,99.0,15,12,11,2
Karachi,2025-11-12 16:00:00,2,16.67,34.26,102.07,0.07,0.51,99.32,16,12,11,2
Karachi,2025-11-12 17:00:00,2,16.66,33.86,102.21,0.07,0.52,99.55,17,12,11,2
Karachi,2025-11-12 18:00:00,3,16.65,33.44,102.33,0.07,0.52,100.01,18,12,11,2
Karachi,2025-11-12 19:00:00,3,16.63,33.0,102.47,0.06,0.53,100.41,19,12,11,2
Karachi,2025-11-12 20:00:00,3,16.64,32.71,102.62,0.06,0.54,101.1,20,12,11,2
Karachi,2025-11-12 21:00:00,3,16.74,32.72,103.12,0.06,0.57,101.78,21,12,11,2
Karachi,2025-11-12 22:00:00,3,16.93,33.15,103.56,0.06,0.61,102.8,22,12,11,2
Karachi,2025-11-12 23:00:00,3,17.23,33.96,103.9,0.06,0.66,103.7,23,12,11,2
Karachi,2025-11-13 00:00:00,3,17.63,35.09,104.66,0.06,0.73,104.55,0,13,11,3
Karachi,2025-11-13 01:00:00,3,18.14,36.41,105.72,0.07,0.82,105.48,1,13,11,3
Karachi,2025-11-13 02:00:00,3,18.66,37.77,106.66,0.07,0.92,106.5,2,13,11,3
Karachi,2025-11-13 03:00:00,3,19.14,39.04,107.7,0.1,1.02,107.37,3,13,11,3
Karachi,2025-11-13 04:00:00,3,19.62,39.84,109.2,0.11,1.22,108.66,4,13,11,3
Karachi,2025-11-13 05:00:00,3,20.15,40.68,111.01,0.11,1.39,109.62,5,13,11,3
Karachi,2025-11-13 06:00:00,3,20.69,41.72,112.7,0.11,1.51,109.44,6,13,11,3
Karachi,2025-11-13 07:00:00,3,21.2,42.72,113.87,0.1,1.55,108.88,7,13,11,3
Karachi,2025-11-13 08:00:00,3,21.68,43.59,114.68,0.1,1.57,107.93,8,13,11,3
Karachi,2025-11-13 09:00:00,3,22.3,44.5,116.25,0.11,1.65,107.64,9,13,11,3
Karachi,2025-11-13 10:00:00,3,23.19,45.54,118.68,0.12,1.84,109.04,10,13,11,3
Karachi,2025-11-13 11:00:00,3,23.85,46.2,119.95,0.14,1.99,110.3,11,13,11,3
Karachi,2025-11-13 12:00:00,3,24.19,46.34,120.35,0.17,2.09,111.25,12,13,11,3
Karachi,2025-11-13 13:00:00,3,24.36,46.25,120.44,0.2,2.15,112.04,13,13,11,3
Karachi,2025-11-13 14:00:00,3,24.15,45.78,119.69,0.18,2.06,111.6,14,13,11,3
Karachi,2025-11-13 15:00:00,3,23.86,45.13,118.67,0.16,1.95,111.27,15,13,11,3
Karachi,2025-11-13 16:00:00,3,23.66,44.56,117.96,0.15,1.88,111.09,16,13,11,3
Karachi,2025-11-13 17:00:00,3,23.63,44.4,117.79,0.14,1.87,111.1,17,13,11,3
Karachi,2025-11-13 18:00:00,3,23.71,44.62,118.06,0.13,1.89,111.2,18,13,11,3
Karachi,2025-11-13 19:00:00,3,23.93,45.26,118.73,0.13,1.95,111.17,19,13,11,3
Karachi,2025-11-13 20:00:00,3,23.68,45.13,118.08,0.13,1.87,110.17,20,13,11,3
Karachi,2025-11-13 21:00:00,3,23.24,44.75,117.07,0.12,1.73,108.95,21,13,11,3
Karachi,2025-11-13 22:00:00,3,22.77,44.48,116.07,0.11,1.61,107.94,22,13,11,3
Karachi,2025-11-13 23:00:00,3,22.43,44.55,115.55,0.1,1.55,107.31,23,13,11,3
Karachi,2025-11-14 00:00:00,3,22.4,45.12,115.91,0.1,1.62,107.62,0,14,11,4
Karachi,2025-11-14 01:00:00,3,25.38,50.69,125.77,0.15,2.8,113.44,1,14,11,4
Karachi,2025-11-14 02:00:00,3,27.1,54.23,132.49,0.18,3.66,116.61,2,14,11,4
Karachi,2025-11-14 03:00:00,3,27.2,55.05,133.79,0.25,3.95,117.27,3,14,11,4
Karachi,2025-11-14 04:00:00,3,26.79,54.8,133.41,0.27,3.99,116.34,4,14,11,4
Karachi,2025-11-14 05:00:00,3,26.01,53.68,131.77,0.26,3.76,115.05,5,14,11,4
Karachi,2025-11-14 06:00:00,3,26.13,54.17,132.2,0.24,3.88,115.47,6,14,11,4
Karachi,2025-11-14 07:00:00,3,29.44,60.16,139.8,0.26,5.18,121.02,7,14,11,4
Karachi,2025-11-14 08:00:00,3,34.19,68.18,150.67,0.29,6.62,127.98,8,14,11,4
Karachi,2025-11-14 09:00:00,3,37.91,74.27,158.92,0.32,7.53,133.48,9,14,11,4
Karachi,2025-11-14 10:00:00,3,41.09,79.43,166.14,0.37,8.15,138.7,10,14,11,4
